grantor,grantee,schema_name,routine_name,specific_name,privilege_type,oid,identity_args,prokind
postgres,authenticated,public,admin_update_venue_booking,admin_update_venue_booking_19413,EXECUTE,19413,"p_venue_id uuid, p_booking_enabled boolean",f
postgres,authenticated,public,admin_update_venue_booking,admin_update_venue_booking_19413,EXECUTE,19413,"p_venue_id uuid, p_booking_enabled boolean",f
postgres,service_role,public,admin_update_venue_booking,admin_update_venue_booking_19413,EXECUTE,19413,"p_venue_id uuid, p_booking_enabled boolean",f
postgres,service_role,public,admin_update_venue_booking,admin_update_venue_booking_19413,EXECUTE,19413,"p_venue_id uuid, p_booking_enabled boolean",f
postgres,PUBLIC,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,PUBLIC,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,anon,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,anon,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,authenticated,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,authenticated,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,service_role,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,service_role,public,admin_update_venue_event,admin_update_venue_event_19312,EXECUTE,19312,"p_event_id uuid, p_venue_id uuid, p_title text, p_event_type text, p_starts_at timestamp with time zone, p_ends_at timestamp with time zone, p_description text, p_ticket_info text, p_website_url text, p_booking_url text, p_is_published boolean",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19446,"p_venue_id uuid, p_short_tagline text, p_description text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text, p_payment_methods text[], p_payment_notes text",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,PUBLIC,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,anon,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,authenticated,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19167,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,service_role,public,admin_update_venue_metadata,admin_update_venue_metadata_19446,EXECUTE,19167,"p_venue_id uuid, p_short_tagline text, p_ticket_type text, p_price_from text, p_best_for_tags text[], p_facilities text[], p_website_url text, p_booking_url text, p_contact_phone text, p_notes_for_rr_team text",f
postgres,PUBLIC,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,PUBLIC,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,anon,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,anon,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,authenticated,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,authenticated,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,service_role,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,service_role,public,admin_update_venue_opening_hour,admin_update_venue_opening_hour_19418,EXECUTE,19418,"p_id uuid, p_venue_id uuid, p_label text, p_day_of_week smallint, p_opens_at time without time zone, p_closes_at time without time zone, p_is_closed boolean, p_order_index integer",f
postgres,PUBLIC,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,PUBLIC,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,anon,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,anon,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,authenticated,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,authenticated,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,service_role,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,service_role,public,admin_update_venue_pricing_tier,admin_update_venue_pricing_tier_19450,EXECUTE,19450,"p_id uuid, p_venue_id uuid, p_label text, p_price text, p_unit text, p_audience venue_pricing_audience, p_order_index integer",f
postgres,PUBLIC,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,PUBLIC,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,anon,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,anon,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,authenticated,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,authenticated,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,service_role,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,service_role,public,admin_update_venue_rules,admin_update_venue_rules_19427,EXECUTE,19427,"p_venue_id uuid, p_rules_text text",f
postgres,PUBLIC,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,PUBLIC,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,anon,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,anon,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,authenticated,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,authenticated,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,service_role,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,service_role,public,admin_update_venue_species_stock,admin_update_venue_species_stock_19486,EXECUTE,19486,"p_id uuid, p_venue_id uuid, p_species_name text, p_record_weight numeric, p_record_unit text, p_avg_weight numeric, p_size_range_min numeric, p_size_range_max numeric, p_stock_density venue_stock_density, p_stock_notes text",f
postgres,PUBLIC,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,PUBLIC,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,anon,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,anon,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,authenticated,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,authenticated,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,service_role,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,service_role,public,admin_warn_user,admin_warn_user_19043,EXECUTE,19043,"p_user_id uuid, p_reason text, p_severity warning_severity, p_duration_hours integer",f
postgres,PUBLIC,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,PUBLIC,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,anon,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,anon,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,authenticated,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,authenticated,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,service_role,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,service_role,public,assert_moderation_allowed,assert_moderation_allowed_19033,EXECUTE,19033,p_user_id uuid,f
postgres,PUBLIC,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,PUBLIC,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,anon,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,anon,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,authenticated,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,authenticated,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,service_role,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,service_role,public,block_profile,block_profile_19150,EXECUTE,19150,"p_blocked_id uuid, p_reason text",f
postgres,PUBLIC,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,PUBLIC,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,anon,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,anon,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,authenticated,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,authenticated,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,service_role,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,service_role,public,check_email_exists,check_email_exists_18899,EXECUTE,18899,email_to_check text,f
postgres,PUBLIC,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,PUBLIC,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,anon,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,anon,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,authenticated,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,authenticated,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,service_role,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,service_role,public,check_rate_limit,check_rate_limit_18791,EXECUTE,18791,"p_user_id uuid, p_action text, p_max_attempts integer, p_window_minutes integer",f
postgres,PUBLIC,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,PUBLIC,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,anon,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,anon,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,authenticated,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,authenticated,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,service_role,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,service_role,public,cleanup_rate_limits,cleanup_rate_limits_18794,EXECUTE,18794,,f
postgres,PUBLIC,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,PUBLIC,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,anon,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,anon,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,authenticated,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,authenticated,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,service_role,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,service_role,public,community_stats_handle_catches_change,community_stats_handle_catches_change_19550,EXECUTE,19550,,f
postgres,PUBLIC,public,create_comment_with_rate_limit,create_comment_with_rate_limit_18956,EXECUTE,18956,"p_catch_id uuid, p_body text, p_parent_comment_id uuid",f
postgres,PUBLIC,public,create_comment_with_rate_limit,create_comment_with_rate_limit_18956,EXECUTE,18956,"p_catch_id uuid, p_body text, p_parent_comment_id uuid",f
postgres,anon,public,create_comment_with_rate_limit,create_comment_with_rate_limit_18956,EXECUTE,18956,"p_catch_id uuid, p_body text, p_parent_comment_id uuid",f
postgres,anon,public,create_comment_with_rate_limit,create_comment_with_rate_limit_18956,EXECUTE,18956,"p_catch_id uuid, p_body text, p_parent_comment_id uuid",f
postgres,authenticated,public,create_comment_with_rate_limit,create_comment_with_rate_limit_18956,EXECUTE,18956,"p_catch_id uuid, p_body text, p_parent_comment_id uuid",f
postgres,authenticated,public,create_comment_with_rate_limit,create_comment_with_rate_limit_18956,EXECUTE,18956,"p_catch_id uuid, p_body text, p_parent_comment_id uuid",f
postgres,service_role,public,create_comment_with_rate_limit,create_comment_with_rate_limit_18956,EXECUTE,18956,"p_catch_id uuid, p_body text, p_parent_comment_id uuid",f
